Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Serial,Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,Known?,Catalogued?,,Total No. Known,Total No. Catalogued,Total %,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Nagano,JPN075,G-JPN075,Hoshigadi,Hoshigadi,,,,,Active,Convergent,Continental,Mature Island Arc,36.0313,138.365,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Nagano,JPN076,G-JPN076,Hoshigatou,Hoshigatou,,,,,Active,Convergent,Continental,Mature Island Arc,36.0313,138.365,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Nagano,JPN077,G-JPN077,Mugikusatouge,Mugikusatouge,,,,,Active,Convergent,Continental,Mature Island Arc,36.159,138.057,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Niigata,JPN078,G-JPN078,Negishi,Negishi,,,,,Active,Convergent,Continental,Mature Island Arc,37.925,139.518,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Niigata,JPN079,G-JPN079,Okazakihama,Okazakihama,,,,,Active,Convergent,Continental,Mature Island Arc,37.925,139.518,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Shizuoka,JPN080,G-JPN080,Shinwadatonneru,Shinwadatonneru,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,34.225,139.164,LOCATION IS UNKNOWN AND APPROXIMATED,,,,Obsidian,,,"""""Literature suggests alternate names for this source include Shinwadatonneru-ue, Shinwadatunnnel-West, and Shinwadatonneru-ue""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Niigata,JPN081,G-JPN081,Tashirozawa,Tashirozawa,,,,,Active,Convergent,Continental,Mature Island Arc,37.925,139.518,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Niigata,JPN082,G-JPN082,Wakimoto,Wakimoto,,,,,Active,Convergent,Continental,Mature Island Arc,37.925,139.518,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Hokkaido,JPN083,G-JPN002,Asahikawa,Asahikawa-Higashitakasu,,,,,Active,Convergent,Continental,Mature Island Arc,43.778,142.269,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Lynch, Sean C., Hirofumi Kato, and Andrzej W. Weber. 2016. Obsidian Resource Use from Jomon to Oshotsk Period on Rebun Island: An Analysis of Archaeological Obsidian. Journal of Archaeological Science.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Hokkaido,JPN084,G-JPN002,Asahikawa,Asahikawa-Syunkodai,,,,,Active,Convergent,Continental,Mature Island Arc,43.778,142.269,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Lynch, Sean C., Hirofumi Kato, and Andrzej W. Weber. 2016. Obsidian Resource Use from Jomon to Oshotsk Period on Rebun Island: An Analysis of Archaeological Obsidian. Journal of Archaeological Science.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Kanagawa,JPN085,G-JPN009,Hakone,Hakone I,,2.6-0,1.3,,Active,Convergent,Continental,Mature Island Arc,35.245,139.079,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Kanagawa,JPN086,G-JPN009,Hakone,Hakone II,,2.6-0,1.3,,Active,Convergent,Continental,Mature Island Arc,35.245,139.079,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Oita,JPN087,G-JPN012,Himeshima,Himeshima I,,2.6-0,1.3,,Active,Convergent,Continental,Mature Island Arc,33.73,131.671,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Oita,JPN088,G-JPN012,Himeshima,Himeshima II,,2.6-0,1.3,,Active,Convergent,Continental,Mature Island Arc,33.73,131.671,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Hokkaido,JPN089,G-JPN016,Ikutahara,Ikutahara-1,,,,,Active,Convergent,Continental,Mature Island Arc,43.689,143.556,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Lynch, Sean C., Hirofumi Kato, and Andrzej W. Weber. 2016. Obsidian Resource Use from Jomon to Oshotsk Period on Rebun Island: An Analysis of Archaeological Obsidian. Journal of Archaeological Science.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Hokkaido,JPN090,G-JPN016,Ikutahara,Ikutahara-2,,,,,Active,Convergent,Continental,Mature Island Arc,43.689,143.556,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Lynch, Sean C., Hirofumi Kato, and Andrzej W. Weber. 2016. Obsidian Resource Use from Jomon to Oshotsk Period on Rebun Island: An Analysis of Archaeological Obsidian. Journal of Archaeological Science.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Tokyo,JPN091,G-JPN025,Kouzushima,Kouzushima I,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,34.425,139.285,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Tokyo,JPN092,G-JPN025,Kouzushima,Kouzushima II,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,34.425,139.285,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Tokyo,JPN093,G-JPN025,Kouzushima,Kouzushima III,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,34.425,139.285,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Tokyo,JPN094,G-JPN025,Kouzushima,Kouzushima IV,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,34.425,139.285,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Hokkaido,JPN095,G-JPN035,Oketo,Oketo I,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,43.41,143.32,,,,,Obsidian,,,"""Literature suggests alternate names for this source include Oketo, Oketo A, and Oketo 1 (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Hall, Mark, and Hideaki Kimura. 2002. EDXRF Studies of Obsidan Sources in the Northern Hokkaido. Journal of Archaeological Science 29:259-266. ; Kuzmin, Yaroslav V., Michael D. Glascock, and Hiroyuki Sato. 2002. Sources of Archaeological Obsidian on Sakhalin Island (Russia Far East). Journal of Archaeological Science 29:741-749. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366.  ; Kuzmin, Yaroslav V., Michael D. Glascock, and M. Izuho. 2013. The Geochemistry of the Major Sources of Archaeological Obsidian on Hollaido Island (Japan): Shirataki and Oteko. Archaeometry 55(3):355-369.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Hokkaido,JPN096,G-JPN035,Oketo,Oketo II,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,43.41,143.32,,,,,Obsidian,,,"""Literature suggests alternate names for this source include Oketo, Oketo B, and Oketo 2 (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Hall, Mark, and Hideaki Kimura. 2002. EDXRF Studies of Obsidan Sources in the Northern Hokkaido. Journal of Archaeological Science 29:259-266. ; Kuzmin, Yaroslav V., Michael D. Glascock, and Hiroyuki Sato. 2002. Sources of Archaeological Obsidian on Sakhalin Island (Russia Far East). Journal of Archaeological Science 29:741-749. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366.  ; Kuzmin, Yaroslav V., Michael D. Glascock, and M. Izuho. 2013. The Geochemistry of the Major Sources of Archaeological Obsidian on Hollaido Island (Japan): Shirataki and Oteko. Archaeometry 55(3):355-369.""",1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Hokkaido,JPN097,G-JPN035,Oketo,Oketo III,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,43.41,143.32,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Oketo (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Hall, Mark, and Hideaki Kimura. 2002. EDXRF Studies of Obsidan Sources in the Northern Hokkaido. Journal of Archaeological Science 29:259-266. ; Kuzmin, Yaroslav V., Michael D. Glascock, and Hiroyuki Sato. 2002. Sources of Archaeological Obsidian on Sakhalin Island (Russia Far East). Journal of Archaeological Science 29:741-749. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Hokkaido,JPN098,G-JPN035,Oketo,Oketo IV,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,43.41,143.32,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Oketo (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Hall, Mark, and Hideaki Kimura. 2002. EDXRF Studies of Obsidan Sources in the Northern Hokkaido. Journal of Archaeological Science 29:259-266. ; Kuzmin, Yaroslav V., Michael D. Glascock, and Hiroyuki Sato. 2002. Sources of Archaeological Obsidian on Sakhalin Island (Russia Far East). Journal of Archaeological Science 29:741-749. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Hokkaido,JPN099,G-JPN035,Oketo,Oketo V,,23-2.6,12.8,,Active,Convergent,Continental,Mature Island Arc,43.41,143.32,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Oketo (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Hall, Mark, and Hideaki Kimura. 2002. EDXRF Studies of Obsidan Sources in the Northern Hokkaido. Journal of Archaeological Science 29:259-266. ; Kuzmin, Yaroslav V., Michael D. Glascock, and Hiroyuki Sato. 2002. Sources of Archaeological Obsidian on Sakhalin Island (Russia Far East). Journal of Archaeological Science 29:741-749. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Shimane,JPN101,G-JPN036,Oki,Oki I,,2.6-0,1.3,,Active,Convergent,Continental,Mature Island Arc,36.296,133.244,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
Eurasia,Japan,Japan,Japan,Shimane,JPN102,G-JPN036,Oki,Oki II,,2.6-0,1.3,,Active,Convergent,Continental,Mature Island Arc,36.296,133.244,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Watambe, K., and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473. ; Matsuda, T., K. Nakamura, and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. """,1,1,,,,,,,,,,,,,,,,,
