,,,,,,,Na,,Na%,,Na2O,,Na2O%,,Mg,,Mg%,,MgO,,MgO%,,Cl,,K,,K%,,K2O,,K2O%,,Sc,,Ti,,Ti%,,TiO2,,TiO2%,,Mn,,Mn%,,MnO,,MnO%,,Fe,,Fe%,,FeO%,,Fe2O3,,Fe2O3%,,Co,,Zn,,Ga,,Rb,,Sr,,Y,,Zr,,Nb,,Sb,,Cs,,Ba,,La,,Ce,,Nd,,Tb,,Dy,,Sm,,Eu,,Yb,,Lu,,Hf,,Ta,,Pb,,Th,,U,
Bellot-Gurrlet et al 2008,ECU021,Callejones,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,128,,11,,181,,13,,,,,,1143,,31,,,,,,,,,,,,,,,,,,,,,,22,,17,,7,
Bellot-Gurrlet et al 2008,ECU021,Callejones,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,128,,10,,178,,13,,,,,,1136,,31,,,,,,,,,,,,,,,,,,,,,,22,,17,,7,
Bellot-Gurrlet et al 2008,ECU021,Callejones,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,125,,10,,182,,13,,,,,,1142,,31,,,,,,,,,,,,,,,,,,,,,,22,,17,,7,
Bellot-Gurrlet et al 2008,ECU021,Callejones,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,121,,10,,159,,12,,,,,,1054,,30,,,,,,,,,,,,,,,,,,,,,,,,16,,7,
Bigazzi et al 1992,ECU021,Callejones Flow,Artifacts,,INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,10050,,1.005,,,,,,,,,,,,,,95.3,,,,,,203,,,,,,,,941,,35.05,,49.69,,,,,,,,,,,,,,,,,,,,,,17.05,,6.23,
Bigazzi et al 1992,ECU021,Callejones Flow,Artifacts,,INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,11290,,1.129,,,,,,,,,,,,,,123.7,,,,,,211,,,,,,,,702,,36.32,,58.24,,,,,,,,,,,,,,,,,,,,,,19.73,,6.19,
Bellot-Gurrlet et al 2008,ECU022,Rio Consanga,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.8,,85.5,,16.74,,62.7,,22.49,,,,,,837,,7.45,,,,,,,,,,,,,,,,,,,,,,29.01,,8.94,,5.98,
Bellot-Gurrlet et al 2008,ECU022,Rio Consanga,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.4,,178.4,,16,,88.5,,20.76,,,,,,1400,,21.32,,,,,,,,,,,,,,,,,,,,,,28.77,,13.19,,5.52,
Bellot-Gurrlet et al 2008,ECU022,Rio Consanga,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.1,,185.5,,15.69,,86.8,,20.3,,,,,,1384,,21.34,,,,,,,,,,,,,,,,,,,,,,28.28,,12.95,,5.38,
Bellot-Gurrlet et al 2008,ECU022,Rio Consanga,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.8,,171.2,,15.66,,85.5,,19.6,,,,,,1251,,20.98,,,,,,,,,,,,,,,,,,,,,,28.53,,13.52,,5.56,
Bellot-Gurrlet et al 2008,ECU022,Rio Consanga,Source Samples,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2,,175.1,,15.77,,85.5,,19.39,,,,,,1270,,21.33,,,,,,,,,,,,,,,,,,,,,,29.08,,13.49,,5.52,
Macdonald et al 1992,ECU024,Caldera Chacana,Source Sample,,AC and INAA,1,27077.6056792514,,2.70776056792514,,,,3.65,,422.118843815904,,0.0422118843815904,,,,0.07,,0.03,,38103.4905940804,,3.81034905940804,,,,4.59,,,,599.399098647972,,0.0599399098647972,,,,0.1,,387.225464490118,,0.0387225464490118,,,,0.05,,1398.83524328386,,0.139883524328386,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,ECU024,Caldera Chacana,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,21,,,,165,,88,,8,,52,,13,,1.5,,10.4,,900,,17,,32,,12,,,,,,2.6,,0.25,,,,0.12,,2.3,,1.4,,15,,19,,8.3,
Macdonald et al 1992,ECU23,Alcedo,Source Sample,,AC and INAA,1,42508.1316553727,,4.25081316553727,,,,5.73,,1688.47537526361,,0.168847537526362,,,,0.28,,0.09,,23659.0301074356,,2.36590301074356,,,,2.85,,,,2457.53630445669,,0.245753630445669,,,,0.41,,1239.12148636838,,0.123912148636838,,,,0.16,,9372.19613000188,,0.937219613000188,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,ECU23,Alcedo,Source Sample,,AC and INAA,1,42508.1316553727,,4.25081316553727,,,,5.73,,1085.44845552661,,0.108544845552661,,,,0.18,,0.1,,22081.7614336065,,2.20817614336065,,,,2.66,,,,2457.53630445669,,0.245753630445669,,,,0.41,,1394.01167216443,,0.139401167216443,,,,0.18,,7064.1179785835,,0.706411797858351,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,ECU23,Alcedo,Source Sample,,AC and INAA,1,43991.8360761536,,4.39918360761536,,,,5.93,,1447.26460736881,,0.144726460736881,,,,0.24,,0.12,,24987.2563590811,,2.49872563590811,,,,3.01,,,,2217.7766649975,,0.22177766649975,,,,0.37,,1084.23130057233,,0.108423130057233,,,,0.14,,7693.59383806124,,0.769359383806124,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macdonald et al 1992,ECU23,Alcedo,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,170,,,,65,,120,,101,,850,,74,,,,0.8,,400,,61,,133,,69,,,,,,16.2,,2.94,,,,1.25,,20,,4.96,,16,,9.2,,2.6,
Macdonald et al 1992,ECU23,Alcedo,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,156,,,,62,,128,,114,,860,,74,,,,0.9,,410,,64,,135,,68,,,,,,17.9,,3.29,,,,1.38,,21.8,,5.35,,10,,9.4,,2.3,
Macdonald et al 1992,ECU23,Alcedo,Source Sample,,AC and INAA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,142,,,,50,,90,,108,,840,,79,,,,1,,435,,66,,136,,73,,,,,,17.5,,2.81,,,,1.35,,21.3,,5.64,,10,,10.4,,2.8,
Cann and Renfrew 1964,ERT001,Arafali,Source Sample,,Flame Absorption Spectroscopy,1,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,,,,,,,,,,,,,,12,,100,,43,,31,,270,,80,,,,,,2200,,180,,,,,,,,,,,,,,,,,,,,,,33,,,,,
Negash et al 2007,ETH001,Abadir,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,22,,138,,42,,82,,889,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH001,Abadir,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,23,,124,,34,,55,,798,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH001,Abadir,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,25,,145,,38,,75,,885,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH001,Abadir,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,29,,187,,21,,126,,1296,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH001,Abadir,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,21,,182,,14,,129,,1338,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH001,Abadir,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,24,,177,,16,,126,,1319,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH001,Abadir,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,24,,147,,31,,77,,904,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH001,Abadir,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,28,,130,,36,,90,,870,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH001,Abadir,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,24,,170,,15,,126,,1297,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppenheimer et al 2010,ETH005,Afar 1,Source Sample,,LA-ICP-MS,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,65,,,,,,,244,21,,,,,,,10200,2116,,,,,,,,,,,,,,,115,18,6.8,1.2,60,12,281,41,,,,,,,203,20,57,9,134,15,,,,,,,,,,,,,,,,,,,,,10,2,3.4,0.6
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,,,,,,,,1668,,,,,,,,45330,,,,,,,,,,,,378,,28,,141,,11,,132,,1183,,211,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,22,,16,,,
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,,,,,,,,1683,,,,,,,,45701,,,,,,,,,,,,380,,28,,135,,12,,130,,1131,,204,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,19,,19,,,
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,,,,,,,,1704,,,,,,,,47227,,,,,,,,,,,,386,,28,,136,,13,,134,,1166,,208,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,21,,13,,,
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,,,,,,,,1624,,,,,,,,44981,,,,,,,,,,,,375,,28,,127,,15,,130,,1143,,200,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,19,,11,,,
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,,,,,,,,1733,,,,,,,,47327,,,,,,,,,,,,381,,27,,134,,14,,130,,1149,,202,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,20,,16,,,
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,,,,,,,,1833,,,,,,,,48820,,,,,,,,,,,,410,,27,,139,,14,,135,,1197,,208,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,24,,12,,,
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476,,,,,,,,1609,,,,,,,,43908,,,,,,,,,,,,364,,27,,131,,15,,131,,1139,,203,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,18,,22,,,
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448,,,,,,,,1534,,,,,,,,42471,,,,,,,,,,,,362,,26,,127,,12,,125,,1119,,198,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,17,,16,,,
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,,,,,,,,1514,,,,,,,,40665,,,,,,,,,,,,348,,25,,125,,15,,131,,1141,,207,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,18,,15,,,
Shackley and Sahle 2017,ETH007,Alutu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459,,,,,,,,1547,,,,,,,,42740,,,,,,,,,,,,352,,26,,128,,13,,132,,1163,,206,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,19,,11,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.43765648473,,0.155843765648473,,0.26,,0.26,,1316.5665792664,,0.13165665792664,,0.17,,0.17,,32522.9194063498,,3.25229194063498,,,,4.65,,4.65,,,,244,,29,,122,,11,,115,,775,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.13720580871,,0.185813720580871,,0.31,,0.31,,1548.90185796047,,0.154890185796047,,0.2,,0.2,,37488.7845200075,,3.74887845200075,,,,5.36,,5.36,,,,292,,29,,134,,8,,119,,822,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.19729594392,,0.179819729594392,,0.3,,0.3,,1394.01167216443,,0.139401167216443,,0.18,,0.18,,35670.2987037385,,3.56702987037385,,,,5.1,,5.1,,,,254,,29,,139,,20,,117,,793,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.49774661993,,0.149849774661993,,0.25,,0.25,,1084.23130057233,,0.108423130057233,,0.14,,0.14,,25528.7431899305,,2.55287431899305,,,,3.65,,3.65,,,,202,,26,,114,,7,,99,,718,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.19729594392,,0.179819729594392,,0.3,,0.3,,1394.01167216443,,0.139401167216443,,0.18,,0.18,,31403.8512117227,,3.14038512117227,,,,4.49,,4.49,,,,252,,26,,118,,11,,104,,767,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.01702553831,,0.197801702553831,,0.33,,0.33,,1471.45676506245,,0.147145676506245,,0.19,,0.19,,35390.5316550817,,3.53905316550817,,,,5.06,,5.06,,,,257,,28,,139,,14,,109,,794,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.25738607912,,0.173825738607912,,0.29,,0.29,,1394.01167216443,,0.139401167216443,,0.18,,0.18,,34621.1722712756,,3.46211722712756,,,,4.95,,4.95,,,,264,,32,,132,,14,,109,,792,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.19729594392,,0.179819729594392,,0.3,,0.3,,1471.45676506245,,0.147145676506245,,0.19,,0.19,,34830.9975577682,,3.48309975577682,,,,4.98,,4.98,,,,271,,26,,133,,18,,113,,815,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.25738607912,,0.173825738607912,,0.29,,0.29,,1471.45676506245,,0.147145676506245,,0.19,,0.19,,33711.9293631411,,3.37119293631411,,,,4.82,,4.82,,,,245,,28,,125,,12,,117,,793,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH009,Assebot,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.19729594392,,0.179819729594392,,0.3,,0.3,,1239.12148636838,,0.123912148636838,,0.16,,0.16,,29655.3071576179,,2.96553071576179,,,,4.24,,4.24,,,,235,,30,,115,,16,,112,,742,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash and Shackley 2006,ETH012,Ayelu,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.85828743115,,0.113885828743115,,0.19,,0.19,,697.005836082213,,0.0697005836082213,,0.09,,0.09,,21961.7133195566,,2.19617133195566,,,,3.14,,3.14,,,,150,,,,110,,25,,89,,729,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.79819729594,,0.119879819729594,,0.2,,0.2,,387.225464490118,,0.0387225464490118,,0.05,,0.05,,10001.6719894796,,1.00016719894796,,,,1.43,,1.43,,,,42,,20,,182,,78,,31,,201,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.55783675513,,0.143855783675513,,0.24,,0.24,,309.780371592095,,0.0309780371592095,,0.04,,0.04,,10701.0896111215,,1.07010896111215,,,,1.53,,1.53,,,,50,,22,,191,,84,,32,,206,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.49774661993,,0.149849774661993,,0.25,,0.25,,309.780371592095,,0.0309780371592095,,0.04,,0.04,,10701.0896111215,,1.07010896111215,,,,1.53,,1.53,,,,51,,20,,188,,73,,24,,195,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.49774661993,,0.149849774661993,,0.25,,0.25,,309.780371592095,,0.0309780371592095,,0.04,,0.04,,10561.2060867932,,1.05612060867932,,,,1.51,,1.51,,,,47,,21,,191,,83,,24,,204,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378.61792689034,,0.137861792689034,,0.23,,0.23,,309.780371592095,,0.0309780371592095,,0.04,,0.04,,10071.6137516438,,1.00716137516438,,,,1.44,,1.44,,,,45,,24,,183,,77,,27,,202,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.79819729594,,0.119879819729594,,0.2,,0.2,,309.780371592095,,0.0309780371592095,,0.04,,0.04,,9931.73022731542,,0.993173022731542,,,,1.42,,1.42,,,,42,,22,,184,,76,,28,,199,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.73810716074,,0.125873810716074,,0.21,,0.21,,309.780371592095,,0.0309780371592095,,0.04,,0.04,,9651.96317865865,,0.965196317865865,,,,1.38,,1.38,,,,40,,20,,178,,76,,27,,198,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.67801702554,,0.131867801702554,,0.22,,0.22,,309.780371592095,,0.0309780371592095,,0.04,,0.04,,9232.31260567349,,0.923231260567349,,,,1.32,,1.32,,,,38,,20,,182,,72,,23,,194,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.67801702554,,0.131867801702554,,0.22,,0.22,,387.225464490118,,0.0387225464490118,,0.05,,0.05,,9861.78846515123,,0.986178846515123,,,,1.41,,1.41,,,,44,,21,,193,,82,,27,,210,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2005,ETH013,Balchit,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.67801702554,,0.131867801702554,,0.22,,0.22,,309.780371592095,,0.0309780371592095,,0.04,,0.04,,9861.78846515123,,0.986178846515123,,,,1.41,,1.41,,,,37,,20,,181,,74,,27,,201,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266,,,,,,,,1738,,,,,,,,50601,,,,,,,,,,,,302,,30,,135,,13,,101,,892,,145,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,20,,22,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120,,,,,,,,1604,,,,,,,,50601,,,,,,,,,,,,288,,25,,133,,10,,106,,896,,151,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,18,,18,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123,,,,,,,,1551,,,,,,,,46085,,,,,,,,,,,,277,,28,,135,,13,,102,,876,,144,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18,,14,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120,,,,,,,,1506,,,,,,,,43955,,,,,,,,,,,,255,,25,,131,,9,,93,,858,,135,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,20,,16,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,,,,,,,,1461,,,,,,,,43272,,,,,,,,,,,,257,,24,,128,,11,,97,,851,,132,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,17,,19,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,,,,,,,,1461,,,,,,,,43550,,,,,,,,,,,,254,,26,,128,,10,,101,,860,,143,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,20,,16,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832,,,,,,,,1372,,,,,,,,40970,,,,,,,,,,,,240,,26,,123,,13,,97,,831,,137,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,16,,19,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865,,,,,,,,1290,,,,,,,,38740,,,,,,,,,,,,225,,25,,118,,13,,96,,862,,143,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,17,,20,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143,,,,,,,,1613,,,,,,,,47778,,,,,,,,,,,,281,,25,,138,,9,,103,,888,,147,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,21,,16,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922,,,,,,,,1468,,,,,,,,44896,,,,,,,,,,,,265,,27,,134,,12,,100,,859,,143,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,21,,15,,,
Shackley and Sahle 2017,ETH015,Bora,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033,,,,,,,,1523,,,,,,,,44844,,,,,,,,,,,,270,,26,,131,,13,,98,,859,,141,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,15,,15,,,
Negash et al 2007,ETH018,Fentale,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,,33,,127,,26,,147,,1014,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH018,Fentale,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,,30,,136,,21,,152,,1002,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH018,Fentale,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,,30,,134,,25,,156,,1004,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH018,Fentale,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,,28,,124,,19,,146,,974,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negash et al 2007,ETH018,Fentale,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,,26,,134,,22,,154,,1037,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
